City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
180,Tarancon,ES,2021-05-17 13:12:33,40.0085,-3.0073,73.99,36,8,7.47
181,Tavricheskoye,RU,2021-05-17 13:12:34,54.5851,73.6395,89.6,12,75,11.18
182,Kruisfontein,ZA,2021-05-17 13:12:34,-34.0033,24.7314,66.0,53,0,10.0
183,Cabo San Lucas,MX,2021-05-17 13:08:41,22.8909,-109.9124,73.4,46,1,11.5
184,San Patricio,US,2021-05-17 13:12:35,28.017,-97.5169,78.01,94,90,10.36
185,Rosita,NI,2021-05-17 13:12:35,13.9268,-84.4032,77.27,82,100,2.01
186,Tiksi,RU,2021-05-17 13:12:36,71.6872,128.8694,32.11,94,100,12.3
187,Mahajanga,MG,2021-05-17 13:12:36,-15.7167,46.3167,89.6,37,20,6.91
188,Saint-Philippe,RE,2021-05-17 13:12:37,-21.3585,55.7679,80.6,65,0,4.61
189,Sitka,US,2021-05-17 13:12:37,57.0531,-135.33,37.4,87,40,3.02
190,Saskylakh,RU,2021-05-17 13:12:38,71.9167,114.0833,25.77,93,100,20.2
191,Dingle,PH,2021-05-17 13:12:38,10.9995,122.6711,81.25,80,95,7.02
192,Salym,RU,2021-05-17 13:12:39,60.0625,71.4789,58.48,92,100,12.28
193,Vila Franca Do Campo,PT,2021-05-17 13:12:39,37.7167,-25.4333,66.2,94,75,19.57
194,Namatanai,PG,2021-05-17 13:12:40,-3.6667,152.4333,80.44,79,74,10.47
195,Itaituba,BR,2021-05-17 13:10:25,-4.2761,-55.9836,80.6,89,75,4.0
196,Diu,IN,2021-05-17 13:12:41,20.7141,70.9822,77.25,91,100,71.0
197,Cidreira,BR,2021-05-17 13:12:41,-30.1811,-50.2056,62.96,80,63,10.87
198,Jalu,LY,2021-05-17 13:12:42,29.0331,21.5482,91.33,16,6,8.77
199,Kahului,US,2021-05-17 13:12:42,20.8947,-156.47,69.8,83,75,8.05
200,Lorengau,PG,2021-05-17 13:12:43,-2.0226,147.2712,81.77,80,88,9.44
201,Muisne,EC,2021-05-17 13:12:43,0.6,-80.0333,77.0,100,75,2.3
202,San Cristobal,VE,2021-05-17 13:11:42,7.7669,-72.225,80.6,61,75,13.8
203,Upata,VE,2021-05-17 13:12:44,8.0086,-62.3989,80.28,64,100,6.85
204,Sambava,MG,2021-05-17 13:12:45,-14.2667,50.1667,80.49,67,20,11.5
205,Iki-Burul,RU,2021-05-17 13:12:45,45.8208,44.6472,89.6,10,0,31.32
206,Zaranj,AF,2021-05-17 13:12:46,30.9667,61.8833,100.4,8,0,9.22
207,Nuuk,GL,2021-05-17 13:12:46,64.1835,-51.7216,37.4,81,20,8.05
208,Porto Novo,BJ,2021-05-17 13:12:47,6.4965,2.6036,87.8,70,40,11.5
209,Najran,SA,2021-05-17 13:12:48,17.4924,44.1277,102.2,12,40,6.91
210,Pallasovka,RU,2021-05-17 13:12:48,50.05,46.8833,87.08,22,14,13.71
211,Haines Junction,CA,2021-05-17 13:12:49,60.7522,-137.5108,33.8,100,96,1.14
212,Wewak,PG,2021-05-17 13:12:49,-3.5534,143.6268,81.27,85,85,7.52
213,Okhotsk,RU,2021-05-17 13:12:50,59.3833,143.3,35.17,85,100,3.98
214,Smidovich,RU,2021-05-17 13:12:50,48.6,133.8167,60.15,52,9,10.51
215,Richards Bay,ZA,2021-05-17 13:12:51,-28.783,32.0377,68.52,73,87,7.23
216,Muhos,FI,2021-05-17 13:12:51,64.808,25.9931,71.6,37,0,12.66
217,Okha,RU,2021-05-17 13:12:52,53.5739,142.9478,34.65,86,100,7.27
218,Santa Maria,BR,2021-05-17 13:07:57,-29.6842,-53.8069,57.2,100,75,2.3
219,Grand Gaube,MU,2021-05-17 13:12:54,-20.0064,57.6608,79.0,66,2,7.0
220,Khandbari,NP,2021-05-17 13:12:55,27.3747,87.2039,75.0,68,100,3.65
221,Aykhal,RU,2021-05-17 13:12:55,66.0,111.5,21.87,94,100,20.62
